table,event_type,horizon,n_all,n_traded,agent_ic,agent_ci_lo,agent_ci_hi,agent_p,lm_all_ic,lm_all_p,lm_trd_ic,lm_trd_ci_lo,lm_trd_ci_hi,lm_trd_p,agent_exc_ic,agent_exc_p,lm_exc_ic,lm_exc_p,ticker,relevance,n,agent_bh,lm_trd_bh
event_type,earnings,1,82.0,27.0,0.287669090612342,-0.09031490924937804,0.6115684097749496,0.072,-0.20675723320204814,0.956,-0.3099668921970689,-0.6797917271153798,0.14770354501380467,0.916,0.1929398591658735,0.197,-0.35961930419982674,0.906,,,,False,False
event_type,earnings,15,82.0,27.0,0.4425011907411141,0.06540316945982358,0.7510578048968866,0.012,-0.007166610193440957,0.547,-0.13566790760000047,-0.5940729404031946,0.4404371930952127,0.72,0.3164376899086448,0.074,0.1548188414312844,0.267,,,,False,False
event_type,analyst,1,237.0,192.0,0.019927121772804843,-0.11460803264082745,0.16044780987587237,0.394,0.0654247829774708,0.141,0.004742407031996334,-0.1354087990366869,0.15219195499618576,0.458,0.05269676768206305,0.243,-0.02998188629234778,0.641,,,,False,False
event_type,analyst,15,237.0,192.0,0.001392919166691701,-0.14556078718842272,0.1513876469215999,0.495,0.035796546870527524,0.3,0.002842496313923689,-0.14772398262402697,0.14736641273026552,0.496,-0.01331443550044623,0.583,-0.04617178311877304,0.671,,,,False,False
event_type,ma,1,103.0,56.0,-0.06443039849371102,-0.3552270994897626,0.2278813431635348,0.661,0.08393652725043489,0.213,-0.03411795522586626,-0.3046856775139547,0.24215654906312908,0.605,-0.10941178689592773,0.771,-0.002548341476317789,0.515,,,,False,False
event_type,ma,15,103.0,56.0,-0.16739551764094837,-0.43799382071218285,0.11730814831979781,0.88,0.20526434608241517,0.011,0.3314290175565188,0.04349272380809046,0.55993998736568,0.017,-0.22193909425964545,0.923,0.30267961727653764,0.017,,,,False,False
event_type,legal,1,36.0,23.0,0.16035931395850092,-0.26145109997690785,0.5919592313238956,0.223,-0.03850252350478108,0.582,-0.09296901694666952,-0.49771338315723523,0.3043961659870757,0.691,0.1479231673393216,0.298,0.08683303124353864,0.389,,,,False,False
event_type,legal,15,36.0,23.0,-0.44446558976420564,-0.77221488501859,0.016528290598760747,0.971,-0.2532548381565836,0.941,-0.12085546666298304,-0.5603848515522672,0.28551452041891695,0.716,-0.5771086951125645,0.993,-0.05252862383868386,0.579,,,,False,False
event_type,other,1,2400.0,852.0,-0.0470170330029254,-0.12109458559025044,0.018895130184108412,0.918,0.05612282305612626,0.005,0.03367251281574856,-0.030661308928576863,0.09967083199710731,0.172,-0.0897231306397412,0.981,0.03299185281610204,0.207,,,,False,False
event_type,other,15,2400.0,852.0,-0.0028361514334162576,-0.08002076535397701,0.06414880956414133,0.556,0.020003969962394234,0.157,0.010151660857418823,-0.054230772999732516,0.07514393469142795,0.397,-0.01595412882506101,0.649,0.00603736249222255,0.466,,,,False,False
relevance,,1,,,0.078985965771646,-0.15749284127459315,0.29886649985041175,0.271,,,-0.01904656691872419,,,0.559,0.06827554766256134,0.315,-0.04552712907267226,0.659,AAPL,direct,89.0,False,False
relevance,,15,,,0.006779695557933074,-0.2100465838355528,0.24147441087267119,0.483,,,0.05485481622662632,,,0.283,-0.01540501767123089,0.578,0.09668118021092865,0.234,AAPL,direct,89.0,False,False
relevance,,1,,,-0.03821572120352872,-0.2698294615751892,0.20505151676122177,0.623,,,0.013573759612119093,,,0.423,0.07115468176743027,0.303,-0.08612840872846841,0.703,AAPL,sector,70.0,False,False
relevance,,15,,,-0.10439895229699403,-0.33818690593870604,0.14639565832884444,0.776,,,0.14678666335495505,,,0.109,-0.15899349414857286,0.874,0.2325717057627198,0.044,AAPL,sector,70.0,False,False
relevance,,1,,,0.12482160834711786,-0.015157198884444646,0.27049363551815725,0.049,,,0.06830576483433172,,,0.2,0.0904581813201101,0.175,0.1177298497130127,0.111,NVDA,direct,154.0,False,False
relevance,,15,,,-0.08417005020583257,-0.2372275458513373,0.07606779402481131,0.833,,,0.037252342663216226,,,0.318,-0.10072427031647033,0.827,0.06815572618426571,0.247,NVDA,direct,154.0,False,False
relevance,,1,,,-0.02431991309039722,-0.16552480333125733,0.11843395693634946,0.621,,,0.03163782175596565,,,0.328,-0.0552184494973892,0.724,0.05453119593078358,0.256,NVDA,sector,196.0,False,False
relevance,,15,,,-0.04029247528975174,-0.18544301557126522,0.08255688735081453,0.732,,,-0.02975810177952773,,,0.686,-0.03418367477579527,0.671,-0.04334100790108408,0.732,NVDA,sector,196.0,False,False
relevance,,1,,,-0.05593980220312809,-0.2820739701302982,0.16781073902970828,0.682,,,-0.07851294967620935,,,0.729,-0.057913940606223874,0.682,-0.12598981187877675,0.827,AMD,direct,82.0,False,False
relevance,,15,,,-0.004702599796026454,-0.24310457217169967,0.239058320224244,0.481,,,-0.1444527707722432,,,0.874,-0.025696068624901678,0.603,-0.13796491636128533,0.871,AMD,direct,82.0,False,False
relevance,,1,,,-0.09679981905594923,-0.3192015078536415,0.15966974396804248,0.759,,,-0.18270964312988522,,,0.947,-0.1441094672098929,0.836,-0.13632287545278332,0.849,AMD,sector,70.0,False,False
relevance,,15,,,-0.14316308354483842,-0.39483205242256897,0.08832037079447339,0.876,,,0.031217113746702312,,,0.411,-0.1447333857089045,0.829,0.15405655740992108,0.167,AMD,sector,70.0,False,False
